Key,Item Type,Publication Year,Author,1,Title,Fonte,TipoDoLink,TrataSobreGUI,Publication Title,AssuntoGUI,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
6X3SHK9W,book,2012,"Teolis, Anthony",32,Computational signal processing with wavelets,,,,,,,,,https://books.google.com.br/books?hl=pt-BR&lr=&id=SMngBwAAQBAJ&oi=fnd&pg=PR17&dq=graphical+user+interface+configuration&ots=2EmMJNyfp0&sig=PnGPq_imVWp6TPnSPs7O-YqmWgA,,2012,2016-09-06 20:57:58,2016-09-06 20:57:58,2016-09-06 20:57:58,,,,,,,,,,,,Springer Science & Business Media,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/N9CTMGUA/books.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4WJG2RK4,conferencePaper,2012,"Amalfitano, Domenico; Fasolino, Anna Rita; Tramontana, Porfirio; De Carmine, Salvatore; Memon, Atif M.",33,Using GUI ripping for automated testing of Android applications,,,,Proceedings of the 27th IEEE/ACM International Conference on Automated Software Engineering,,,,,http://dl.acm.org/citation.cfm?id=2351717,,2012,2016-09-06 20:57:58,2016-09-06 20:57:58,2016-09-06 20:57:58,258–261,,,,,,,,,,,ACM,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/BTU5AM2A/Amalfitano et al. - 2012 - Using GUI ripping for automated testing of Android.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/7FDAIQGM/citation.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UXR3U9RK,conferencePaper,2013,"Komarov, Steven; Reinecke, Katharina; Gajos, Krzysztof Z.",34,Crowdsourcing performance evaluations of user interfaces,,,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,,,,,http://dl.acm.org/citation.cfm?id=2470684,,2013,2016-09-06 20:57:58,2016-09-06 20:57:58,2016-09-06 20:57:58,207–216,,,,,,,,,,,ACM,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/4PEC8MXW/Komarov et al. - 2013 - Crowdsourcing performance evaluations of user inte.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/PGFCXQBD/citation.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDXXE2NI,journalArticle,2014,"Edelstein, Arthur D.; Tsuchida, Mark A.; Amodaj, Nenad; Pinkard, Henry; Vale, Ronald D.; Stuurman, Nico",35,Advanced methods of microscope control using μManager software,,,,Journal of biological methods,,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4297649/,,2014,2016-09-06 20:57:58,2016-09-06 20:57:58,2016-09-06 20:57:58,,,2,1,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/K84Z7DG5/PMC4297649.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7W2F4JWU,journalArticle,2014,"Kamdar, Maulik R.; Zeginis, Dimitris; Hasnain, Ali; Decker, Stefan; Deus, Helena F.",36,ReVeaLD: A user-driven domain-specific interactive search platform for biomedical research,,,,Journal of biomedical informatics,,,,,http://www.sciencedirect.com/science/article/pii/S1532046413001536,,2014,2016-09-06 20:57:58,2016-09-06 20:57:58,2016-09-06 20:57:58,112–130,,,47,,,ReVeaLD,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/HRUAAF6G/S1532046413001536.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2AUDR92P,journalArticle,2015,"Camps, Peter; Baes, Maarten",37,SKIRT: An advanced dust radiative transfer code with a user-friendly architecture,,,,Astronomy and Computing,,,,,http://www.sciencedirect.com/science/article/pii/S2213133714000511,,2015,2016-09-06 20:57:58,2016-09-06 20:57:58,2016-09-06 20:57:58,20–33,,,9,,,SKIRT,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/HZ7I8G68/Camps e Baes - 2015 - SKIRT An advanced dust radiative transfer code wi.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/8IDB74AI/S2213133714000511.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSR5ESJ,journalArticle,2014,"Colwell, Robert K.; Elsensohn, Johanna E.",38,"EstimateS turns 20: statistical estimation of species richness and shared species from samples, with non-parametric extrapolation",,,,Ecography,,,,,http://onlinelibrary.wiley.com/doi/10.1111/ecog.00814/full,,2014,2016-09-06 20:57:58,2016-09-06 20:57:58,2016-09-06 20:57:58,609–613,,6,37,,,EstimateS turns 20,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/8E6ZMBNN/full.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WQ9UZKZ3,journalArticle,2013,"Lynch, Michael DJ; Masella, Andre P.; Hall, Michael W.; Bartram, Andrea K.; Neufeld, Josh D.",39,AXIOME: automated exploration of microbial diversity,,,,GigaScience,,,,,http://gigascience.biomedcentral.com/articles/10.1186/2047-217X-2-3,,2013,2016-09-06 20:57:58,2016-09-06 20:57:58,2016-09-06 20:57:58,1,,1,2,,,AXIOME,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/3XHR9DAX/2047-217X-2-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QPNBU7TF,conferencePaper,2012,"Peissner, Matthias; Häbe, Dagmar; Janssen, Doris; Sellner, Thomas",40,MyUI: generating accessible user interfaces from multimodal design patterns,,,,Proceedings of the 4th ACM SIGCHI symposium on Engineering interactive computing systems,,,,,http://dl.acm.org/citation.cfm?id=2305500,,2012,2016-09-06 20:57:58,2016-09-06 20:57:58,2016-09-06 20:57:58,81–90,,,,,,MyUI,,,,,ACM,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/FZ8MAH5F/citation.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQ5D269V,journalArticle,2013,"Sodhi, Rajinder; Poupyrev, Ivan; Glisson, Matthew; Israr, Ali",41,AIREAL: interactive tactile experiences in free air,,,,ACM Transactions on Graphics (TOG),,,,,http://dl.acm.org/citation.cfm?id=2462007,,2013,2016-09-06 20:57:58,2016-09-06 20:57:58,2016-09-06 20:57:58,134,,4,32,,,AIREAL,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/IVGZTNV4/Sodhi et al. - 2013 - AIREAL interactive tactile experiences in free ai.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/A3BEE7PM/citation.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EZH8NAAW,conferencePaper,2016,"Sommer, Philipp",42,Psyplot: Visualizing rectangular and triangular Climate Model Data with Python,,,,EGU General Assembly Conference Abstracts,,,,,http://adsabs.harvard.edu/abs/2016EGUGA..1818185S,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,18185,,,18,,,Psyplot,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/29ZKJ3F2/2016EGUGA..html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5EJAMMZR,journalArticle,2016,"Wiant, D.; Maurer, J.; Liu, H.; Hayes, T.; Shang, Q.; Sintay, B.",43,MO-FG-CAMPUS-TeP1-03: Pre-Treatment Surface Imaging Based Collision Detection,,,,Medical Physics,,,,,http://scitation.aip.org/content/aapm/journal/medphys/43/6/10.1118/1.4957345,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,3718–3719,,6,43,,,MO-FG-CAMPUS-TeP1-03,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/GPEPNFZ7/1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3CZC57UF,conferencePaper,2016,"Huang, Shizhen; Cho, Hyun Jung",44,User-customized Graphical User Interface (GUI) tool for remotely sensed image processing for improved seafloor mapping,,,,SoutheastCon 2016,,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7506661,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,1–6,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/9AXQ6GV7/Huang e Cho - 2016 - User-customized Graphical User Interface (GUI) too.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/E5UHQKVX/7506661.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BQ5BPTTF,journalArticle,,阿占文,45,地铁车辆段工艺设备辅助设计软件开发,,,,,,,,,http://d.wanfangdata.com.cn/periodical_tdbzsj201606030.aspx,,,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/JPKEPVTP/tdbzsj201606030.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHW22973,conferencePaper,2016,"Ansari, Junaid",46,Coexistence features of LTE-U for spectrum sharing with collocated Wi-Fi: demo,,,,Proceedings of the 17th ACM International Symposium on Mobile Ad Hoc Networking and Computing,,,,,http://dl.acm.org/citation.cfm?id=2942394,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,351–352,,,,,,Coexistence features of LTE-U for spectrum sharing with collocated Wi-Fi,,,,,ACM,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/NVQSNP4B/citation.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITT6GHJ,conferencePaper,2016,"Abbas, Syed Haider; Lee, Jung-Ryul; Jang, Jae-Kyeong; Kim, Zaeill",47,FPGA-based multipoint shock wave measurement system using LDVs for aerospace applications,,,,2016 IEEE Aerospace Conference,,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7500864,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,1–6,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/Z99536JZ/7500864.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9E88DMK3,journalArticle,2016,"Pratt, Aaron",48,Online MBPeT dashboard: enabling performance testing as a service in the cloud,,,,,,,,,http://www.doria.fi/handle/10024/124426,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,Online MBPeT dashboard,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/D6EKEHZ6/Pratt - 2016 - Online MBPeT dashboard enabling performance testi.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/RJ27Q75S/124426.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINS45RP,thesis,2016,"Bala, Divya Chandrakant",49,Cell Phenotype Analyzer: Automated Techniques for Cell Phenotyping using Contactless Dielectrophoresis,,,,,,,,,https://vtechworks.lib.vt.edu/handle/10919/71428,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,Cell Phenotype Analyzer,,,,,Virginia Tech,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/FRDBJ75Z/Bala - 2016 - Cell Phenotype Analyzer Automated Techniques for .pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/PT88JU2W/71428.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXRD9P7I,journalArticle,2015,"Jasani, Karan R.",50,"International Journal on Recent Researches In Science, Engineering & Technology",,,,,,,,,https://www.researchgate.net/profile/Karan_Jasani3/publication/295642933_Simulation_of_Leaky_Surface_Acoustic_Wave_Resonators_using_Coupling-of-Modes_Theory/links/56cc2ca208aee3cee5435dfc.pdf,,2015,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/2AVNCK82/Jasani - 2015 - International Journal on Recent Researches In Scie.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFNIFS7W,journalArticle,,"Scholar, P. G.; GCT, Coimbatore",51,MONITORING SMALL OFF-GRID WIND TURBINE INSTRUMENTATION SYSTEM USING MICROCONTROLLER AND LABVIEW,,,,,,,,,http://www.ejournal.aessangli.in/ASEEJournals/ELEC114.pdf,,,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/SE8AI6BM/Scholar e GCT - MONITORING SMALL OFF-GRID WIND TURBINE INSTRUMENTA.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W4UWUCGN,thesis,2016,"Projeto, MAAT",52,Development of an open source software tool for propeller design in the MAAT project,,,,,,,,,http://ubibliorum.ubi.pt/handle/10400.6/4184,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,,,,,,UNIVERSIDADE DA BEIRA INTERIOR,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/9ZUM8J3X/Projeto - 2016 - Development of an open source software tool for pr.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/CKC3DSPD/4184.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMZK9MXN,journalArticle,2016,"Emara, F. A.; Abdelsalam, A. K.; Morsi, I. G.; Sharkas, M. A.",53,An enhanced photovoltaic arrays modelling under partial shading condition: generic graphical user interface based approach,,,,,,,,,http://digital-library.theiet.org/content/conferences/10.1049/cp.2016.0164,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,An enhanced photovoltaic arrays modelling under partial shading condition,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/T9DGJ4GV/cp.2016.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSVVCPP3,thesis,2016,"Alqahtani, Abdulrahman Saad",54,Evaluation Methods for Knowledge Representation in Electronic Debate Platforms,,,,,,,,,http://gradworks.umi.com/10/10/10107755.html,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,,,,,,FLORIDA INSTITUTE OF TECHNOLOGY,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/CCFCSDBA/10107755.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAE2UNS,journalArticle,2016,"Diez, David; Romero, Rosa; Tena, Sara",55,Designing a Human Supervisory Control System for Smart Grid,,,,IEEE Latin America Transactions,,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7483532,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,1899–1905,,4,14,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/6667DSDH/7483532.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIER42KS,journalArticle,2016,"Binder, Kajsa; Amini, Masooma",56,Automated power test-Hardware testing of power consumption,,,,,,,,,http://lup.lub.lu.se/student-papers/record/8879122,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/D9J6IURK/8879122.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUCEGNCM,conferencePaper,2016,"Cabac, Lawrence; Haustermann, Michael; Mosteller, David",57,Renew 2.5–Towards a Comprehensive Integrated Development Environment for Petri Net-Based Applications,,,,International Conference on Applications and Theory of Petri Nets and Concurrency,,,,,http://link.springer.com/chapter/10.1007/978-3-319-39086-4_7,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,101–112,,,,,,,,,,,Springer,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/99TAT3BQ/978-3-319-39086-4_7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7F25XNT4,journalArticle,2016,"Lee, Wonsik; Cho, Seoungjae; Chu, Phuong; Vu, Hoang; Helal, Sumi; Song, Wei; Jeong, Young-Sik; Cho, Kyungeun",58,Automatic Agent Generation for IoT-based Smart House Simulator,,,,Neurocomputing,,,,,http://www.sciencedirect.com/science/article/pii/S092523121630580X,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/2EUVIMVR/S092523121630580X.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW486K5N,journalArticle,2016,"Petrova-Antonova, Dessislava; Ilieva, Sylvia; Manova, Denitsa",59,TASSA: A Testing as a Service Framework for Web Service Compositions,,,,,,,,,https://www.researchgate.net/profile/Dessislava_Petrova-Antonova/publication/301721937_TASSA_A_Testing_as_a_Service_Framework_for_Web_Service_Compositions/links/5746beca08ae9ace842443dd.pdf,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,TASSA,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/NSAIN6GC/Petrova-Antonova et al. - 2016 - TASSA A Testing as a Service Framework for Web Se.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9KA99N5H,journalArticle,2015,"Davis, Derrick D.; Armstrong, Curtis D.",60,DRIFTER Web App Development Support,,,,,,,,,http://ntrs.nasa.gov/search.jsp?R=20160006895,,2015,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/6PU65IG9/search.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2XN2UQG,conferencePaper,2016,"Granado, Ernesto; Quizhpi, Flavio; Zambrano, Julio; Colmenares, William",61,Remote experimentation using a smartphone application with haptic feedback,,,,2016 IEEE Global Engineering Education Conference (EDUCON),,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7474560,,2016,2016-09-06 21:00:54,2016-09-06 21:00:54,2016-09-06 21:00:54,240–247,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/Q762IPVF/7474560.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRI8ZEMZ,journalArticle,2016,"He, Shuxiang; Zang, Qiyong; Zhang, Jingyu; Zhang, Han; Wang, Mengqi; Chen, Yixue",62,Development and Validation of an Interactive Efficient Dose Rates Distribution Calculation Program Arshield for Visualization of Radiation Field in Nuclear Power Plants,,,,Radiation protection dosimetry,,,,,http://rpd.oxfordjournals.org/content/early/2016/05/31/rpd.ncw127.abstract,,2016,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/8FS9GJEU/rpd.ncw127.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N5FXZSEJ,journalArticle,2015,"Coppock, James",63,"Development of a Raspberry Pi based, SDI-12 sensor environmental data logger",,,,,,,,,http://eprints.usq.edu.au/29188/,,2015,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,,,,,,,,Google Scholar,,,,"/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/MAZIFKR8/Coppock - 2015 - Development of a Raspberry Pi based, SDI-12 sensor.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/QXJ4HUAD/29188.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XAR445CR,journalArticle,,"John, Bince; Muruganand, S.",64,Wireless Sensor Technology for Water Quality Monitoring,,,,,,,,,http://ijarbest.com/mm-admin/conference/spcl5/document_2_NQMI_21122015.pdf,,,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/RWXTJQ3G/John e Muruganand - Wireless Sensor Technology for Water Quality Monit.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CQTEIDR2,conferencePaper,2016,"Sun, Mingxu; Kenney, Laurence; Smith, C. L.; Waring, Karen; Luckie, H. M.; Howard, David",65,A flexible finite state controller for upper limb functional electrical stimulation,,,,Proceedings of the 20th Annual Conference of the International Functional Electrical Stimulation Society,,,,,https://ifess2016.inria.fr/files/2016/05/IFESS_2016_paper_11.pdf,,2016,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/FZVRRESA/Sun et al. - 2016 - A flexible finite state controller for upper limb .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP6TSRCQ,journalArticle,2016,"Parveen, Sayyad Nikhat; Goskula, Tirupati M.",66,Asterisk WiFi portable Voice Calling System using ARM11,,,,IJAR,,,,,http://www.allresearchjournal.com/archives/2016/vol2issue4/PartI/2-4-134.pdf,,2016,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,567–570,,4,2,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/V8EQHC42/Parveen e Goskula - 2016 - Asterisk WiFi portable Voice Calling System using .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G35W4GQN,journalArticle,,"Nassar, Ameen Ahmed",67,Graphical User Interface (GUI) for Torsional Vibration Analysis of Rotor Systems Using Holzer and MatLab Techniques,,,,,,,,,https://www.researchgate.net/profile/Ameen_Aledani/publication/299583712_Graphical_User_Interface_GUI_for_Torsional_Vibration_Analysis_of_Rotor_Systems_Using_Holzer_and_MatLab_Techniques/links/5700a7d808ae650a64f810c3.pdf,,,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/6B6VIT7J/Nassar - Graphical User Interface (GUI) for Torsional Vibra.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M6Q4FXHD,journalArticle,2016,"Senanayake, Ransalu; Goonetilleke, Ravindra S.",68,Pointing device performance in steering tasks,,,,Perceptual and motor skills,,,,,http://pms.sagepub.com/content/122/3/886.short,,2016,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,886–910,,3,122,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/H7R2PIP7/886.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W7HVDNRD,journalArticle,2015,陳冠羽,69,移植 Android 4.2. 2 Jelly bean 於嵌入式多媒體平台 Cubieboard2 之方法研究,,,,,,,,,http://ir.lib.ntust.edu.tw/handle/987654321/50533,,2015,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/JDXZSTK8/50533.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBZ2J9EJ,journalArticle,2016,"Kayode, Idris A.; Ogedengbe, Emmanuel OB; Rosen, Marc A.",70,Design of Stirrer Impeller with Variable Operational Speed for a Food Waste Homogenizer,,,,Sustainability,,,,,http://www.mdpi.com/2071-1050/8/5/489/htm,,2016,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,489,,5,8,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/V9Z9WA9G/htm.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E93EXEIS,bookSection,2016,"Englisch, Norbert; Mittag, Roland; Hänchen, Felix; Khan, Owes; Masrur, Alejandro; Hardt, Wolfram",71,Efficiently Testing AUTOSAR Software Based on an Automatically Generated Knowledge Base,,,,Simulation and Testing for Vehicle Technology,,,,,http://link.springer.com/chapter/10.1007/978-3-319-32345-9_7,,2016,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,87–97,,,,,,,,,,,Springer,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/WDH6NVQH/978-3-319-32345-9_7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
