Key,Item Type,Publication Year,Author,1,Title,Fonte,TipoDoLink,TrataSobreGUI,Publication Title,AssuntoGUI,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
JBV54QRD,journalArticle,2016,"Watson, Brendon O.; Yuste, Rafael; Packer, Adam M.",72,PackIO and EphysViewer: software tools for acquisition and analysis of neuroscience data,,,,bioRxiv,,,,,http://biorxiv.org/content/early/2016/05/18/054080.abstract,,2016,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,54080,,,,,,PackIO and EphysViewer,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/KB6EUKD6/Watson et al. - 2016 - PackIO and EphysViewer software tools for acquisi.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/6VR3QWF6/054080.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG8ABZHQ,journalArticle,,"Stahlberg, Felix; Vogel, Stephan",73,QATIP–An Optical Character Recognition System for Arabic Heritage Collections in Libraries,,,,,,,,,http://www.xilef-software.e8u.de/sites/default/files/store/papers/das-2016/DAS2016-qatip.pdf,,,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/P6PP974T/Stahlberg e Vogel - QATIP–An Optical Character Recognition System for .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRZ5CMZQ,journalArticle,2016,"Baum, Nicholas; Bugg, Christopher; Wright, Jonathan",74,Mighty Cracker Presentation,,,,,,,,,http://repository.uwyo.edu/ugrd/2015_UGRD/Schedule/16/,,2016,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/IWGCZGSS/16.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7GI7PPRN,thesis,2015,"Siddiqui, Muhammad Owais Raza",75,Geometrical modelling and numerical analysis of thermal behaviour of textile structures,,,,,,,,,http://www.ros.hw.ac.uk/handle/10399/2886,,2015,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,Heriot-Watt University,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/3SBFJQ72/2886.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMQJS8CW,journalArticle,2016,王灿运; 刘逢时,76,一种虚拟现实应用程序跨平台方法的研究,,,,智能计算机与应用,,,,,http://d.wanfangdata.com.cn/periodical_dnxx201602012.aspx,,2016,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,12,,,2,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/PBIC4WV6/dnxx201602012.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D5HE9NPZ,journalArticle,,"Parikh, Priyam A.; Modi, Naman; Prajapati, Rakesh",77,Control of Industrial Pneumatic & Hydraulic Systems using Serial Communication Technology & Matlab,,,,,,,,,https://www.researchgate.net/profile/Priyam_Parikh/publication/288834845_Control_of_Industrial_Pneumatic_Hydraulic_Systems_using_Serial_Communication_Technology_Matlab/links/56860e5b08ae051f9af1f553.pdf,,,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/WPR26JPW/Parikh et al. - Control of Industrial Pneumatic & Hydraulic System.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FVJQJS9,journalArticle,2016,"Gibson, William",78,Intern Abstract for Spring 2016,,,,,,,,,http://ntrs.nasa.gov/search.jsp?R=20160005646,,2016,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/XI3QSANM/search.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6IEZVD8Z,report,2015,"Raza, Qazi Hassan; Siddique, M. Aizad; Hamza Sajjad, DDP-FA11; Ali Ahmad Butt, DDP-FA11; others",79,Hardware implementation and control of three tank coupled system,,,,,,,,,http://210.56.20.183/xmlui/handle/123456789/152,,2015,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,COMSATS Institute of Information Technology Lahore-Pakistan,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/6N5GUM8H/152.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7B559I6K,journalArticle,,"Alimohammad, Amirhossein; Fard, Saeed Fouladi",80,"This article has been accepted for inclusion in a future issue of this journal. Content is final as presented, with the exception of pagination. IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS 1 FPGA-Based Bit Error Rate Performance Measu",,,,,,,,,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.727.3466,,,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/DMRRJWVX/summary.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9HGQDGFM,journalArticle,2016,"Yang, Feng-Jen",81,Engaging a Real-Life Student with a Virtual Tutor,,,,International Journal of Computer Science and Innovation,,,,,http://www.infinitysciences.org/index.php/journal-of-computer-science/article/view/103,,2016,2016-09-06 21:01:51,2016-09-06 21:01:51,2016-09-06 21:01:51,,,2,2016,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/PWI2ZB6N/Yang - 2016 - Engaging a Real-Life Student with a Virtual Tutor.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/PHEKX39T/103.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTHMGNN4,conferencePaper,2016,"Laudenbach, Fabian; Hübel, Hannes; Hentschel, Michael; Poppe, Andreas",82,QPMoptics: a novel tool to simulate and optimise photon pair creation,,,,SPIE Photonics Europe,,,,,http://proceedings.spiedigitallibrary.org/proceeding.aspx?articleid=2519421,,2016,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,98940V–98940V,,,,,,QPMoptics,,,,,International Society for Optics and Photonics,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/7HDI22XR/proceeding.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW6QIFA2,journalArticle,2016,"Raj, J. Jean Rossario; Rahman, S. M. K.; Anand, Sneh",83,FPGA Design for Multiline Acquisition and Ethernet Interface in High-Frame-Rate Ultrasound Machines,,,,IETE Journal of Research,,,,,http://www.tandfonline.com/doi/abs/10.1080/03772063.2016.1176544,,2016,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,1–8,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/CSPI2XEK/03772063.2016.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K28T6JAQ,journalArticle,2016,"Haugdal, Hallvar",84,Developing an Application for Simulating a Parametrized PM Machine by FEM,,,,,,,,,https://brage.bibsys.no/xmlui/handle/11250/2386031,,2016,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/IEQ8FP94/Haugdal - 2016 - Developing an Application for Simulating a Paramet.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/84MEABJS/2386031.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8373DWFB,journalArticle,2015,"Meldrum, Alexander",85,Development of GUI Supported Simulation Software for Hydrofoil Craft,,,,,,,,,http://www.diva-portal.org/smash/record.jsf?pid=diva2:917943,,2015,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/JJDSV29X/Meldrum - 2015 - Development of GUI Supported Simulation Software f.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/4S28T2UD/record.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8DKM4NR4,conferencePaper,2016,"Shaikh, Meher T.; Goodrich, Michael A.; Yi, Daqing",86,Adverb Palette: GUI-based Support for Human Interaction in Multi-Objective Path-Planning,,,,The Eleventh ACM/IEEE International Conference on Human Robot Interation,,,,,http://dl.acm.org/citation.cfm?id=2906954,,2016,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,515–516,,,,,,Adverb Palette,,,,,IEEE Press,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/X5SA6UXN/citation.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US293JCW,conferencePaper,2016,"Anwar, Inzamam; Mohsin, M. Owais; Iqbal, Saqib; Abideen, Zain Ul; Rehman, Attique Ur; Ahmed, Nisar",87,Design and fabrication of an underwater remotely operated vehicle (Single thruster configuration),,,,2016 13th International Bhurban Conference on Applied Sciences and Technology (IBCAST),,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7429932,,2016,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,547–553,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/2JR6KGE7/7429932.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6IEIUXUZ,conferencePaper,2015,"Lokesha, H.; Veena, S.; Rathod, Jayantkumar A.; others",88,Design of Speech Based Ground Control Station for Controlling the Micro Air Vehicles,,,,2015 Fifth International Conference on Advances in Computing and Communications (ICACC),,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7433902,,2015,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,451–454,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/JDW2W6HW/7433902.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6VDNF5X,conferencePaper,2015,"Vivek, G. V.; Sunil, M. P.",89,Enabling IOT services using WIFI-ZigBee gateway for a home automation system,,,,2015 IEEE International Conference on Research in Computational Intelligence and Communication Networks (ICRCICN),,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7434213,,2015,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,77–80,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/ZAD5NI6M/7434213.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7VQNS99,journalArticle,2016,"Duvick, Jon; Standage, Daniel S.; Merchant, Nirav; Brendel, Volker P.",90,xGDBvm: A Web GUI-driven workflow for annotating eukaryotic genomes in the cloud,,,,The Plant Cell,,,,,http://www.plantcell.org/content/early/2016/03/28/tpc.15.00933.abstract,,2016,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,tpc–00933,,,,,,xGDBvm,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/EMWU2ZVI/Duvick et al. - 2016 - xGDBvm A Web GUI-driven workflow for annotating e.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/W7GW8X4X/tpc.15.00933.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQVFD3BH,journalArticle,2015,"Eugene de, Villiers; Angus, Lock; Paolo, Geremia; Todd, Johansen",91,"ELEMENTS, A New Aerodynamics Analysis Software",,,,International Journal of Automotive Engineering,,,,,http://jlc.jst.go.jp/DN/JLC/20021778047?from=Google,,2015,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,39–44,,2,6,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/AGXP6BT8/_article.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5VKKZP4X,journalArticle,2016,"Lee, Eun Young; Novotny, Johannes; Wagreich, Michael",92,BasinVis 1.0: a MATLAB®-based program for sedimentary basin subsidence analysis and visualization,,,,Computers & Geosciences,,,,,http://www.sciencedirect.com/science/article/pii/S0098300416300899,,2016,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,119–127,,,91,,,BasinVis 1.0,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/X6D8843T/S0098300416300899.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EZEPCM57,conferencePaper,2015,"Bao, D.; Zou, Zhuo; Huan, Y.; Zhai, Chuanying; Bagaian, T.; Tenhunen, Hannu; Källbäck, B.; Zheng, Lirong",93,A smart catheter system for minimally invasive brain monitoring,,,,"8th International Conference on Biomedical Electronics and Devices, BIODEVICES 2015; Lisbon; Portugal",,,,,http://www.diva-portal.org/smash/record.jsf?pid=diva2:860882,,2015,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,198–203,,,,,,,,,,,SciTePress,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/23KXCRI7/record.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ3B5WTH,conferencePaper,2016,"Xypolitidis, Benard; Shabani, Rudin; Khandeparkar, Satej V.; Ul-Abdin, Zain; Nordstr, Tomas; others",94,Towards Architectural Design Space Exploration for Heterogeneous Manycores,,,,"2016 24th Euromicro International Conference on Parallel, Distributed, and Network-Based Processing (PDP)",,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7445427,,2016,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,805–810,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/4C2ZEQ4X/Xypolitidis et al. - 2016 - Towards Architectural Design Space Exploration for.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/EPIS5FDR/7445427.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9RBM7P5B,conferencePaper,2016,"MASTRANGELO, CH",95,MF-CAE: A Novel Lab on a Chip Simulation Tool,,,,Mechanical Engineering and Control Systems: Proceedings of the 2015 International Conference on Mechanical Engineering and Control Systems (MECS2015),,,,,https://books.google.com.br/books?hl=pt-BR&lr=&id=HF7FCwAAQBAJ&oi=fnd&pg=PA337&dq=%22graphical+user+interface%22++configuration&ots=bh5sU4IRpr&sig=4o4200LnKFggVn-gmE_mIriZGy4,,2016,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,337,,,,,,MF-CAE,,,,,World Scientific,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/GSV268TS/books.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFU3D5M6,thesis,2015,"Ponsard, Antoine",96,Anchored customization: anchoring settings to the application interface to afford customization,,,,,,,,,https://open.library.ubc.ca/cIRcle/collections/24/24/items/1.0220520,,2015,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,,,,,,,Anchored customization,,,,,University of British Columbia,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/RP9CZM5C/1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZCVPJ9K,journalArticle,2016,"Stark, Jaime L.; Eghbalnia, Hamid R.; Lee, Woonghee; Westler, William M.; Markley, John L.",97,NMRmix: A Tool for the Optimization of Compound Mixtures in 1D 1H NMR Ligand Affinity Screens,,,,Journal of proteome research,,,,,http://pubs.acs.org/doi/abs/10.1021/acs.jproteome.6b00121,,2016,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,1360–1368,,4,15,,,NMRmix,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/9DIFDJAQ/acs.jproteome.html; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/F2WEG8E8/acs.jproteome.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZJ27MVA,thesis,2015,"Soong, Theodore",98,Modular Multilevel Converters with Integrated Energy Storage,,,,,,,,,https://tspace.library.utoronto.ca/handle/1807/71617,,2015,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,,,,,,,,,,,,University of Toronto,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/67HD2FCC/Soong - 2015 - Modular Multilevel Converters with Integrated Ener.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/VZC6TKUX/71617.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISQUQD26,journalArticle,,"Li, Haoxiang; Hua, Gang",99,Egocentric Computer Vision based Wheelchair Robot Control,,,,,,,,,http://personal.stevens.edu/~hli18/data/papers/CamBasedWheelchairRobot.pdf,,,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/UCURFUJJ/Li e Hua - Egocentric Computer Vision based Wheelchair Robot .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4HGSGQC,conferencePaper,2015,"Ying, Shenshun; Ji, Shiming; Cai, Donghai; Bao, Guanjun; Fan, Zhun",100,A method to implement biomimetic control for a SMA springs array,,,,2015 IEEE International Conference on Robotics and Biomimetics (ROBIO),,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7419701,,2015,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,2419–2424,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/VI37CSJ4/7419701.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76JWRJ9W,conferencePaper,2015,"Guvercin, Selim; Suliyev, Rassim; Tolebi, Gulnur",101,Design of automatic engraving machine controlled via computer,,,,2015 Twelve International Conference on Electronics Computer and Computation (ICECCO),,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7416885,,2015,2016-09-06 21:02:25,2016-09-06 21:02:25,2016-09-06 21:02:25,1–3,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/H59WEKKJ/7416885.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23DE6B4S,journalArticle,2016,"Vergez, Guillaume; Danaila, Ionut; Auliac, Sylvain; Hecht, Frédéric",102,A finite-element toolbox for the stationary Gross-Pitaevskii equation with rotation,,,,arXiv preprint arXiv:1602.07071,,,,,http://arxiv.org/abs/1602.07071,,2016,2016-09-06 21:03:05,2016-09-06 21:03:05,2016-09-06 21:03:05,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/A3BA9GUJ/Vergez et al. - 2016 - A finite-element toolbox for the stationary Gross-.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/PVEZ7FSX/1602.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMNV5KGX,journalArticle,2016,"Morozov, A.; Solovov, V.; Martins, R.; Neves, F.; Domingos, V.; Chepel, V.",103,ANTS2 package: simulation and experimental data processing for Anger camera type detectors,,,,Journal of Instrumentation,,,,,http://iopscience.iop.org/article/10.1088/1748-0221/11/04/P04022/meta,,2016,2016-09-06 21:03:05,2016-09-06 21:03:05,2016-09-06 21:03:05,P04022,,4,11,,,ANTS2 package,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/WXUM7CI4/Morozov et al. - 2016 - ANTS2 package simulation and experimental data pr.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/EG8X9F7E/meta.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRWMN8BN,journalArticle,2016,"Evestedt, Niclas; Ljungqvist, Oskar; Axehill, Daniel",104,Path tracking and stabilization for a reversing general 2-trailer configuration using a cascaded control approach,,,,arXiv preprint arXiv:1602.06675,,,,,http://arxiv.org/abs/1602.06675,,2016,2016-09-06 21:03:05,2016-09-06 21:03:05,2016-09-06 21:03:05,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/U7VTC3EW/Evestedt et al. - 2016 - Path tracking and stabilization for a reversing ge.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/UKDE6HWC/1602.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDWPHKIU,bookSection,2016,"Tiderko, Alexander; Hoeller, Frank; Röhling, Timo",105,The ROS Multimaster Extension for Simplified Deployment of Multi-Robot Systems,,,,Robot Operating System (ROS),,,,,http://link.springer.com/chapter/10.1007/978-3-319-26054-9_24,,2016,2016-09-06 21:03:05,2016-09-06 21:03:05,2016-09-06 21:03:05,629–650,,,,,,,,,,,Springer,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/KGHXFN7G/978-3-319-26054-9_24.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF59RX2A,journalArticle,2016,"Tran, Anh Phuong; Dafflon, Baptiste; Hubbard, Susan",106,iMatTOUGH: An open-source Matlab-based graphical user interface for pre-and post-processing of TOUGH2 and iTOUGH2 models,,,,Computers & Geosciences,,,,,http://www.sciencedirect.com/science/article/pii/S0098300416300310,,2016,2016-09-06 21:03:05,2016-09-06 21:03:05,2016-09-06 21:03:05,132–143,,,89,,,iMatTOUGH,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/XFPHG8EF/S0098300416300310.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DU84U7BE,journalArticle,2015,"Jeong, Donghwa; Lee, Kiju",107,iSIG-Blocks: interactive creation blocks for tangible geometric games,,,,IEEE Transactions on Consumer Electronics,,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7389795,,2015,2016-09-06 21:03:05,2016-09-06 21:03:05,2016-09-06 21:03:05,420–428,,4,61,,,iSIG-Blocks,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/PAGESFDZ/7389795.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPZK82M7,journalArticle,2016,"Princz, Daniel",108,The CRANE Framework for Simulation Model Workflows,,,,,,,,,https://uwspace.uwaterloo.ca/handle/10012/10230,,2016,2016-09-06 21:03:05,2016-09-06 21:03:05,2016-09-06 21:03:05,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/QRCF6SN6/Princz - 2016 - The CRANE Framework for Simulation Model Workflows.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/5Q3S2DV2/10230.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36FHB3WD,conferencePaper,2015,"Paolanti, Marina; Pollini, Rama; Frontoni, Emanuele; Mancini, Adriano; De Leo, Roberto; Zingaretti, Primo; Bisceglia, Bruno",109,Exposure protocol setup for agro food treatment. Method and system for developing an application for heating in reverberation chamber,,,,"Microwave Symposium (MMS), 2015 IEEE 15th Mediterranean",,,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7375372,,2015,2016-09-06 21:03:05,2016-09-06 21:03:05,2016-09-06 21:03:05,1–4,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/K69I2MW7/7375372.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEEXB2DV,conferencePaper,2015,"Nesterenko, Brandon; Wang, Wenwen; Yi, Qing",110,Interactive Composition of Compiler Optimizations,,,,International Workshop on Languages and Compilers for Parallel Computing,,,,,http://link.springer.com/chapter/10.1007/978-3-319-29778-1_6,,2015,2016-09-06 21:03:05,2016-09-06 21:03:05,2016-09-06 21:03:05,91–105,,,,,,,,,,,Springer,,,,,,,Google Scholar,,,,/home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/C8EPHRJN/Nesterenko et al. - 2015 - Interactive Composition of Compiler Optimizations.pdf; /home/wagner/.mozilla/firefox/owkxzo1u.default/zotero/storage/VTVMQAXQ/978-3-319-29778-1_6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
